conceptType,conceptUri,skillType,preferredLabel,altLabels,description
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e93acbe5-535a-4927-9e7c-3b2e06ddfee8,knowledge,Global Maritime Distress and Safety System,"features of GMDSS
protocols for Global Maritime Distress and Safety System
equipment used in Global Maritime Distress and Safety System
coverage of Global Maritime Distress and Safety System
scope of GMDSS
scope of Global Maritime Distress and Safety System
equipment used in GMDSS
features of Global Maritime Distress and Safety System
protocols for GMDSS
coverage of GMDSS","The internationally agreed-upon set of safety procedures, types of equipment and communication protocols used to increase safety and make it easier to rescue distressed ships, boats and aircraft."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e97c0d89-2f81-4840-8602-e668a949482f,knowledge,social justice,"development and principles of human rights
development and principles of social justice
human rights",The development and principles of human rights and social justice and the way they should be applied on a case by case basis.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e9a68ed0-d96e-4054-b1c3-9bbdc5ed6b46,knowledge,food labels,"utility of food labels
nutrition labels
nutrition label
role of food labels
nutrition facts labels
nutrition facts label
food label",The utility of food labels; their meaning and role in encouraging a healthful diet.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e9d74b8e-04a5-4743-b17b-bd8a4f09bc3b,knowledge,emergency cases,"disease patterns of emergency cases
emergency case
appropriate intervention in emergency cases","The emergency cases with different disease patterns and syndromes, the special emergency cases and their appropriate interventions."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e9e9b625-f59f-4bda-952d-1f9831e6dfda,knowledge,Tamil,"competent in Tamil
ability to comprehend spoken and written Tamil and to speak and write in Tamil",The Tamil language.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ea18b2bc-b0ea-4da8-949e-fe11cb0f7ed7,knowledge,forensic physics,"investigative physics
physics for forensics","The physics involved in crime solving and testing such as ballistics, vehicle collisions, and fluid testing."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ea1bf5e5-e7f0-4d2c-a415-1c39c00512b1,knowledge,document management,,"The methodology of tracking, managing and storing documents in a systematic and organised manner as well as keeping a record of the versions created and modified by specific users (history tracking)."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ea28ce13-e620-4191-95c3-3e0f0f867834,knowledge,psychological healthcare services,"psychological services in health care
psychological health care services
psychological health care service
characteristics of psychological healthcare services
inpatient and outpatient psychological healthcare services",The characteristics of the psychological healthcare services in the inpatient and outpatient sector.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ea357ba5-3d11-441f-841c-7d85ff11dd9e,knowledge,psychological measures in working with other health care professionals,"psychological measures in interacting with other health care specialists
psychological appraisal in working with other health care professionals
psychological measures in collaborating with other health care professionals
psychological measures in collaborating with other health care professional
psychological assessment in working with other health care professionals
psychological measures in collaborating with other health care specialists
psychological measures in working with other health care professionals",The various psychological measures considering medical aspects in terms of the collaboration with other health care professionals.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ea3f280c-ec1c-41dd-910a-1ae3c3d0eeb6,knowledge,offset printing,offset print,"Technological printing process where the ink is spread onto a plate with etched images, then to a rubber blanket, and finally onto the target medium, usually paper. This method is used for mass printing on large scales."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ea4ebfa1-e17a-4416-ac54-955f33e6ade7,knowledge,Greek,"ability to comprehend spoken and written Greek and to speak and write in Greek
competent in Greek",The Greek language. Greek is an official and working language of the EU.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/eaa4cdc0-43e0-4388-9b8a-e2779218d10e,knowledge,first response,"first aid care
first aid
first aid response
first responder
resuscitation techniques","The procedures of pre-hospital care for medical emergencies, such as first aid, resuscitation techniques, legal and ethical issues, patient assessment, trauma emergencies."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/eab3bafa-eebb-47bf-85ce-e336c5019108,knowledge,team building,"team improvement
team development
team reinforcement","Principle usually combined with a type of event that stimulates team effort, usually to complete certain assignments or to perform a recreational activity. This can apply to various kinds of teams, often to a team of colleagues socialising outside of the workplace."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/eac1e014-17aa-4694-a96d-540bfc06bca3,knowledge,commercial photography,"business related photography
licensed photography
commercial photograph techniques
commercial photograph methods
professional photography
commercial photograph technology",The techniques and methods used in photography with the aim of engaging in a commercial activity.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/eac55ce8-82f5-4ff0-bdff-64872d8c51ea,knowledge,natural history,history of plants and animals in their environment,The history of natural organisms and ecosystems.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/eb0e5615-1575-4a86-a1a2-7d39595033c5,knowledge,ABAP,,"The techniques and principles of software development, such as analysis, algorithms, coding, testing and compiling of programming paradigms in ABAP."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/eb15dded-296d-4d7f-a5f4-549ece8b34fd,knowledge,architectural conservation,"architectural conservancy
architectural preservation
architectural maintenance
architecture conservation
architecture conservancy","The practice of recreating forms, features, shapes, compositions, and architectural techniques of past constructions in order to preserve them."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/eb3aa3a8-6ece-441d-9041-15dcb0880e47,knowledge,cinematography,"shooting
camerawork
photography",The science of recording light and electromagnetic radiation in order to create a motion picture. The recording can happen electronically with an image sensor or chemically on light sensitive materials such as film stock.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/eb477ca0-2690-4726-ab20-7fe06d5eb3f3,knowledge,leasing characteristics,"leasing qualities
lease characteristic
lease characteristics
leasing attributes
leasing aspects
leasing characteristic
leasing components","The clauses present in leasing contracts, the types of leases and their advantages and disadvantages."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/eb65ce8e-61bf-49d1-99bb-cb699ba1005b,knowledge,radiation protection,"radiation guarding
radiation protecting
protection of radiation
radiation preservation
radiation cover",The measures and procedures used to protect people and the environment from the harmful effects of ionising radiation.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ebd90bfe-ab0f-4155-a77c-3de9267b27a1,knowledge,metal smoothing technologies,"metal smoothing techniques
metal smoothing operations
metal  polishing and buffing techniques
metal  polishing and buffing approaches
metal smoothing approaches
metal  polishing and buffing operations","The various technologies used for the smoothening, polishing and buffing of fabricated metal workpieces."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ebec77ca-6d9d-4d90-9f65-f9d287a13286,knowledge,development delays,"development disability
development delay
development deficiency
development difficulty
development impairment",The condition in which a child or adult needs more time to reach certain development milestones than that needed by the average person not affected by a development delay.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ebed12be-5b84-4962-a4bb-9ef569fa2661,knowledge,mechanical mine machinery manuals,"mine machinery manuals
mechanical mine machinery manual
manufacturers manual for mine machines
manuals for mechanical mine machinery
manufacturers manual for mine machinery
manuals for  mine machines
mine machine manuals
manuals for mine machinery",Comprehend manufacturers' manuals for the installation and operation of mining machinery. Understand schematic drawings.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ebf38025-7180-45f4-83da-79292a366c1a,knowledge,clinical neurophysiology,"practical neurophysiology
electrodiagnostic medicine",Clinical neurophysiology is a medical specialty mentioned in the EU Directive 2005/36/EC
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ec071bae-b53c-465b-b8ae-3b339f6b8580,knowledge,manufacturing of office equipment,"building bureau machinery
assembling bureau machinery
fabrication of office equipment
fabrication of bureau machinery
construction of office equipment
building office equipment
assembling office equipment
construction of bureau machinery","The manufacture of calculators, staplers, cartridges, binding equipment, photocopy machines, boards and all types of equipment and machines used in an office."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ec0b765d-e5d5-4ef5-8c05-61fb3cfb0781,knowledge,narrow web flexographic printing press,narrow web flexo printing press,"Methods and restrictions of printing on flexographic printing presses, which use narrow width of printing, can achieve high quality, and utilise slowly drying water-based solvents."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ec112344-c88b-444a-be66-3e39781bad38,knowledge,ice-skating,"ice skating
skating on ice
speed skating
figure skating","The different styles and techniques of ice-skating such as figure skating and speed skating, the rules of competitive skating and ice-skating equipment."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ec3d6423-8c36-4451-893e-95b4a6a026fb,knowledge,types of engraving needles,"categories of engraving needles
varieties of etching needles
categories of etching needles
varieties of engraving needles
brands of engraving needles
brands of etching needles
etching needles formats
engraving needles formats","Various types of needles used for engraving, their qualities and their applications."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ec410a76-f890-4012-8863-b82f2c75527c,knowledge,transportation engineering,"transport engineering
transportation engineering research
transportation engineering analysis
engineering for transportation
transportation engineering work
transportation engineering applications
transportation engineering analyses
transportation engineering fieldwork
transportation engineering studies","The subdiscipline of civil engineering that plans, designs and studies the operation and management of the transportation of people and goods in a safe, efficient, comfortable, economical and environmentally friendly manner."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ec6bb2f9-7f46-43f3-a3ad-5233ae3986cd,knowledge,types of glazing,"glazing varieties
kinds of glazing
sorts of glazing
typology of glazing
varieties of glazing
glazing types","Various types of glass, insulating glazing and mirror glass. Their usage cases, advantages and disadvantages, and price points."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ec7fd241-e68f-4593-a42a-a12a9bd80cbc,knowledge,footwear components,"footwear production elements
components of footwear
uppers and bottoms components for footwear
uppers and bottoms components
footwear uppers and bottoms components
footwear production parts","Footwear components both for uppers (vamps, quarters, linings, stiffeners, toe puffs etc.) and bottoms (soles, heels, insoles etc.). Ecological concerns and the importance of recycling. Selection of suitable materials and components based on their influence on the footwear style and characteristics, properties and manufacturability. Procedures and methods in chemical and mechanical processing of leather and non-leather materials."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ec841d52-755c-4534-b362-811ca07b6cd8,knowledge,animal species,"animal breeds
types of animal species
typology of animal species
typology of animal breeds
characteristics of animal breeds
characteristics of animal species
types of animal breeds
species of animal
range of animal species
range of animal breeds
breeds of animal",The characteristics of different species and breeds of animals (relevant to the occupation).
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ec8b44f6-e2ef-460a-b964-e66192a278bd,knowledge,law of obligation,"rule of obligation
legislation of obligation
laws of obligation
laws of obligations
law of obligations
regulation of obligation
statute of obligation",The legal procedures that regulate the rights and duties arising between individuals.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ecc18804-a466-40d9-98b4-fba5cd67dd4b,knowledge,accounting,bookkeeping,The documentation and processing of data regarding financial activities.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/eccf1659-e252-4971-8176-474fea83d6db,knowledge,protein,,The nutrients that provide living organisms with the energy to live and operate.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ecd2d2db-8348-49f3-af07-140ebefd255f,knowledge,diving vessels systems,"diving vessel positioning systems
dynamic positioning systems
systems on diving vessels
dive vessel positioning systems
dive positioning systems
dive vessels systems
dive support systems
systems on dive vessels","The characteristics, functioning and way of working with dynamic positioning systems, construction barges and dive support vessels."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ecf2deca-8e91-4dd3-8315-a8b69d621492,knowledge,gel permeation chromatography,"analysis of polymer
polymer analysis
polymer analysis technique
GPC",Polymer analysis technique which separates the analytes on the basis of their weight.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ed1d8bd4-cd2a-4c64-b665-56d70651026c,knowledge,Prototyping development,,The prototyping development model is a methodology to design software systems and applications.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ed1fbdc3-1071-423c-9bb4-e3288ca6d1fe,knowledge,hardware components suppliers,,The suppliers who can deliver the required hardware components.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ed291aa0-8b2f-4179-b2f7-540ea6f63bf3,knowledge,electrical wiring diagrams,"diagrams of electric wiring
wiring diagrams
wiring diagram
wiring schematic
electrical circuit wiring diagrams
diagrams for electric circuits
circuit schematic
schematic diagram of circuit","The visual schematic representation of an electrical circuit, its components, and the connections between these components."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ed39edd3-44d0-4a16-9796-bfb99f92baf3,knowledge,ICT performance analysis methods,performance analysis techniques,"The methods used to analyse software, ICT system and network performance which provide guidance to root causes of issues within information systems. The methods can analyse resource bottlenecks, application times, wait latencies and benchmarking results."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ed3afb1d-c091-45c7-b0aa-09fd1ec97332,knowledge,livestock selection principles,"theories of livestock selection principles
basis of livestock selection principles
fundamentals of livestock identification principles
basis of livestock identification principles
fundamentals of livestock selection principles
theories of livestock identification principles","Selection criteria of livestock and determination of livestock classes. 
 "
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ed3f3dba-3a35-4ed5-b113-67f4d10ef4c8,knowledge,scientific research methodology,"methods of research
research methodology
theoretical methodology in scientific research
process of scientific research
scientific methods","The theoretical methodology used in scientific research involving doing background research, constructing an hypothesis, testing it, analysing data and concluding the results."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ed8dbdd1-5b40-4eaf-adaf-3b1f6d16a37b,knowledge,hazardous waste storage,"rules concerning hazardous waste
legislation concerning hazardous waste
storing of hazardous waste
hazardous waste storing
regulations about hazardous waste
storing hazardous waste
storage of hazardous waste",The regulations and procedures surrounding the safekeeping of materials and substances which pose health and safety risks.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/eda4d727-4374-49af-ace4-118c7c906835,knowledge,search engine optimisation,"SEM
search engine marketing
Search marketing",The marketing approach which promotes webpage presentation by affecting the specific structures of the website which impact its visibility in unpaid search results.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/eda8a126-08bf-4fb1-8442-fa9febabb75f,knowledge,psychological theories,"historical development of psychological theory
development of psychological theories
historical development of psychological theories
psychological theory
development of psychological theory","The historical development of counselling and psychological theories, as well as the perspectives, applications, and interviewing and counselling strategies."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/edb029e7-43a8-45a9-b37c-00ff730a1092,knowledge,vehicle manufacturing process,"vehicle assembly
vehicle manufacturing processes
vehicle production process
vehicle installation
car production process
vehicles manufacturing process
car assembly process
car manufacturing process","Series of steps taken in order to produce a car or any other motor vehicle such as the design, the chassis and body assembly, the painting process, the interior assembly and the quality control."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ede98e07-f07d-41bc-99b0-f88bf0dad438,knowledge,Bengali,"ability to comprehend spoken and written Bengali and to speak and write in Bengali
competent in Bengali
Bangla",The Bengali language.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/edef3251-fd5f-4a5a-bab6-88c17e36a001,knowledge,ground segment,"elements of the ground segment
ground-based segment
ground segment facilities
spacecraft ground-based control systems
ground-based infrastructure
satellite ground infrastructure
control segment
ground-based control systems for spacecraft and satellites","Know the ground-based infrastructure necessary to support the operation of satellites, including the operation of spacecraft in orbit; receive and process satellite data."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/edff6d20-660d-4d33-b412-9a5b664a14be,knowledge,curriculum objectives,"curriculum objective
curriculum goals
curriculum targets
curriculum aims
curricula objectives",The goals identified in curricula and defined learning outcomes.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ee01c662-e667-41ed-a082-a7a56b514eaa,knowledge,free fatty acid elimination processes,"free fatty acid elimination  measures
free fatty acid elimination  procedures
free a fatty acid elimination process
free fatty acid elimination  mechanisms
free fatty acid elimination process
free fatty acid elimination  systems","The processes for the refining of edible oils and fats to eliminate free fatty acids (FFA). This includes the physical refining, a process that builds on the lower boiling point of the free fatty acids compared to the boiling point of the triglyceride oil, and also chemical or alkaline refining, where an alkali is used to neutralise the free fatty acids."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ee02393d-27dd-438a-8879-b8088ce45e79,knowledge,ICT environmental policies,,"The international and organisational policies which deal with the assessment of the environmental impact of innovations and developments in the field of ICT, as well as with methods for reducing negative impact and applying ICT innovations to aid the environment."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ee1417ac-4e9a-4102-b89a-528ab4ffba13,knowledge,analog electronics theory,,The theory based on analogue circuits in which volumes (voltage or current) continuously vary over time.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ee4d0595-5b1e-490d-bd66-5fa3688ec323,knowledge,quantitative sensory testing,"principles of methods of quantitative sensory testing
method of quantitative sensory testing
quantitative sensory measurement
paradigm of quantitative sensory testing
quantitative sensory examination",The principles of different available methods and paradigms of quantitative sensory testing for heat sensing thresholds and pain thresholds and the limitations of psychophysical techniques.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ee631b99-2994-4728-817a-29e0fdf94968,knowledge,boxing,,"The techniques of boxing related to stance, defense and punches such as jab, uppercut, bobbing and blocking. The rules of the sport and different boxing styles such as slugger and swarmer."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ee6cf279-3609-4fcd-a6bd-c9da3757f027,knowledge,pultrusion process,"pultrusion processes
making fibre reinforced polymer
pultrusion processing
fibre reinforced polymer making
process of pultrusion
make fibre reinforced polymer","The process where a cluster of fibre is coated in resin and forced through a mold, then cured with heat to produce a fibre-reinforced polymer."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ee762b34-5a0e-4dc6-b386-5930bb3e3c25,knowledge,metal coating technologies,"metal coating machinery
covering and finishing automation
metal coating automation
covering and finishing machinery
metal coating mechanisation
hi tech covering and finishing
hi tech metal coating
covering and finishing mechanisation",The various processes and technologies used for to coating and painting fabricated metal workpieces.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ee96ef27-0d69-4ca8-ae48-4e88c1f3e15c,knowledge,vertical markets,"vertical market principles
characteristics of vertical markets
vertical market characteristics
foundations of industry verticals
features of vertical markets
principles of industry verticals
fundamentals of industry verticals
industry verticals","A vertical market is a market in which vendors offer goods and services specific to a particular industry, trade, profession, or other group of customers with specialised needs."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/eeb3e7ea-56f4-422f-8a85-0438b25ff0ce,knowledge,kindergarten school procedures,"kindergarten procedures
kindergarten school processes
kindergarten school methods
kindergarten school procedure
kindergarten procedure
kindergarten school approaches","The inner workings of a kindergarten, such as the structure of the relevant education support and management, policies, and regulations."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/eeca3780-8049-499f-a268-95a7ad26642c,knowledge,SaaS (service-oriented modelling),,"The SaaS model consists of principles and fundamentals of service-oriented modelling for business and software systems that allow the design and specification of service-oriented business systems within a variety of architectural styles, such as enterprise architecture."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ef069fe6-305b-4452-8f7d-0c572e98effc,knowledge,mobile marketing,,"The study of marketing which uses mobile devices as a communication channel. This approach can provide potential customers with personalised information (using location or time context) which promotes products, services or ideas."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ef0c52b6-8225-4b65-ba83-5164d0528d1c,knowledge,mouth anatomy,"mouth functions
human mouth anatomy
oral anatomy
anatomy of the mouth
mouth-anatomy
mouth structure","The structure and function of the teeth, mouth, jaws and associated tissues, both healthy and diseased, and their relationship to the general state of health and to the physical and social well-being of the patient."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ef1e63c9-f8c1-46ad-8c74-3cea311c9377,knowledge,special needs education,"teaching method for special needs students
teaching equipment for special needs students
teaching methods for special needs students
teaching methods for special-needs students
special-needs education","The teaching methods, equipment and settings used to support students with special needs in achieving succes in school or community."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ef250dbf-2f98-4895-8e4b-fdc804e71555,knowledge,venereology,"diagnosis and treatment of sexually transmitted diseases
diagnosis and treatment of venereal diseases
study of venereal diseases
study of genital diseases",Venereology is a medical specialty mentioned in the EU Directive 2005/36/EC.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ef30e7f8-1ef0-4a6f-87ac-d6a701125305,knowledge,set theory,"theory of sets
mathematical set theory","The subdiscipline of mathematical logic that studies the properties of well-determined sets of objects, relevant to mathematics."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ef52e108-b20e-415c-ae1b-8dcc50a47a6b,knowledge,pet diseases,"pet maladies
pet ailments
pet illnesses
diseased pet
pet disease",The major diseases that can affect pets and their prevention.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ef539e4d-8907-4a88-b2f7-8f8fa95e3117,knowledge,medical device regulations,"laws covering medical devices
regulations concerning medical devices
regulations regarding medical devices
rules covering medical devices
regulations controlling medical devices
national medical device regulations
international medical device regulations
legislation covering medical devices","The set of national and international regulations with regards to the manufacture, safety, and distribution of medical devices."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/efa0a7d9-9dfd-4bff-bc18-c7e25b241e97,knowledge,vinyl records,"vinyl discs
vinyl recordings
vinyl long players
a vinyl record
a vinyl recording",Rare vinyl records and record labels.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/efa141df-f382-418f-9121-bd88fd735669,knowledge,mechanics,"production mechanics
theory of mechanics
engineering mechanics
mechanical theory
fabrication mechanics
mechanics theory",Theoretical and practical applications of the science studying the action of displacements and forces on physical bodies to the development of machinery and mechanical devices.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/efa7a6e9-3018-4125-8ac5-5b5d513bcba7,knowledge,education administration,"education oversight
education administrations
education management
education supervision","The processes related to the administrative areas of an education institution, its director, employees, and students."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/efacdaad-ab73-4056-bee3-4eb34b458bf6,knowledge,industrial design,"design for industry
industrial process design
industry design
industrial product design
industrial manufacturing design",The practice of designing products to be manufactured through techniques of mass production.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/efb0eff5-ca8d-4638-b119-0c14a953f77c,knowledge,hair products,"hair care products
hair product","The qualities and applications of various styling products used on different types of hair, such as curling creams, hairspray, shampoos, and conditioners."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/efb523d0-c998-440d-8639-cd14ba841c4c,knowledge,public law,"civic statutes
public statutes
civic regulations
public decrees
public regulations
public legislation
civic decrees
civic legislation","The part of law which governs relationships between individuals and the government, and the relationships between individuals which concern society directly."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/efd50a11-ccd9-424c-a5af-c6b4bb5ef006,knowledge,live animal products,"live animal merchandise
living animal products
live animal product
live animal stock
living animal product
live animal commodities
live animal goods
live animal brands","The offered live animal products, their specificity and legal and regulatory requirements."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/eff1bb34-b454-4482-8c29-65f820619f3c,knowledge,insourcing strategy,,"The high level planning for managing and optimising business processes internally, usually in order to maintain control of critical aspects of work."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/eff639b4-c8ac-437f-8f06-e85248660dff,knowledge,types of stamping press,"makes of stamping press
makes of reduction press
categories of stamping press
stamping press models
categories of reduction press
brands of reduction press
brands of stamping press
reduction press models","Types of stamping press with similar applications but different propulsion, such as the direct drive press, single gear reduction press and double gear reduction press."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/eff776a5-b65c-4a90-b144-5c459d6fa794,knowledge,processes performed by tumbling,"work performed by tumbling
activities performed by tumbling
activities performed by deburring and polishing machinery
measures performed by tumbling
procedures performed by tumbling
measures performed by deburring and polishing machinery
procedures performed by deburring and polishing machinery
work performed by deburring and polishing machinery","The various usages of the metal tumbling process, such as the cleaning, burnishing, deburring, descaling, rust-removing, surface hardening, de-flashing, polishing, brightening, and others, of metal work pieces."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/f0010b93-5552-45cb-ad26-168c8168f319,knowledge,Nexpose,Rapid7 Nexpose,"The computer program Nexpose is a specialised ICT tool which tests security weaknesses of the system for potentially unauthorised access to system information, developed by the software company Rapid7."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/f00b56a7-0160-4af4-bb7c-e6ef02d06a4f,knowledge,pharmacotherapy,"therapy using pharmaceutical drugs
treatment using pharmaceutical drugs
drug therapy",The application of medicinal drugs used to treat diseases compared to surgical therapy.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/f022949a-39bf-4f54-978e-3d5fa8dd19d9,knowledge,animal behaviour,"animal attitudes
animal comportment
behavioural pattern of an animal
animal attitude
animal behavior
behavioural patterns of animals","The natural behavioural patterns of animals, i.e. how normal and abnormal behaviour might be expressed according to species, environment, human-animal interaction and occupation."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/f038e121-fcc1-4327-9175-f1726cadeb00,knowledge,postpartum legal protection,"puerperal legal protection
legislation governing maternity coverage
puerperium legal protection
legal protection of mother and child
postnatal legal protection of mother and child
postnatal legal protection
legislation governing maternity period rights
postpartum legal protection of mother and child
maternity period legislation
legal protection of mother and infant",The legal aspects related to maternity coverage offered to mothers after childbirth.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/f049d050-12da-4e40-813a-2b5eb6df6b51,knowledge,Internet of Things,"Ubiquitous computing
smart devices
IoT
Pervasive systems
Information appliances","The general principles, categories, requirements, limitations and vulnerabilities of smart connected devices (most of them with intended internet connectivity)."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/f0737aae-0908-4c1b-a016-8858deecd8d8,knowledge,upholstery fillings,"upholstery filling
upholstery stuffing
upholstery materials
filling upholstery
upholstery padding","Materials used to fill soft furniture like upholstered chairs or mattresses must have several properties such as resilience, lightness, high-bulk properties. They can be fillings of animal origin such as feathers, of vegetal origin such as cotton wool or of synthetic fibers."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/f07e6582-0377-41a2-8dcd-3554c538dc2a,knowledge,froth flotation processes,"froth flotation approach
froth flotation process
froth flotation technique
froth floating process
froth flotation procedure
froth flotation method","The different aspects of froth flotation, used to separate floatable (hydrophobic) and non-floatable (hydrophilic) ink particles."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/f0ab5d57-4be7-411b-afce-b4a76a142302,knowledge,electrical machines,"machines for electricity
generators
electric-generating machines
electrical apparatus
transformers
motors","Electrical apparatus that are able to convert mechanical energy to electrical energy (generators), electrical energy to mechanical energy (motors), and change the voltage level of an AC or alternating current (transformers)."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/f0c94e76-dead-475b-bde7-99d873bd2b7b,knowledge,security of assets legislation,"security of holdings rules
security of holdings legislation
security of holdings laws
assets legislation security
security of asset legislation","The current relevant legislation, regulations and codes of practice in the field of protecting private and public assets."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/f0de4973-0a70-4644-8fd4-3a97080476f4,knowledge,DevOps,,The DevOps development approach is a methodology to design software systems and applications focused on the collaboration and between software programmers and other ICT professionals and automation.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/f0ee650c-b2e3-436b-a364-31c95d4626e4,knowledge,biomarkers,"signs of a medical condition
indicators of a biological state
biological signs
biological medical signs
biological indicators
indicators of biological condition
biological markers
biological signals
biomarkers principles
indicators of medical status
indicators of a medical condition",The types of markers or indications present in an image that help in making a diagnosis. The various markers that appear in images for specific diagnoses and the techniques used to find them.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/f12d412a-04e3-49a8-a4f6-2e32a67c12a2,knowledge,metal drawing processes,"metal drawing operations
metal drawing procedures
metal fabrication extraction  procedures
metal fabrication extraction  operations
metal fabrication extraction  measures
metal fabrication extraction  implementation
metal drawing measures
metal drawing implementation","The various types of drawing processes in metal fabrication, such as wire drawing, bar drawing, tube drawing, and others."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/f130eab9-64a5-47f8-a63e-e4788aa935ce,knowledge,market entry planning,"market entry plans
planning of market entry
market entry plan
market entry scheme, market entry strategy","The processes contained in the pursuit of entering a new market such as researching the market, segmentation, defining the target groups, and developing a viable financial business model to approach the market."
